OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed
760,7190,0GA8,small_airport,Paso Fino Farm Airport,30.88031,-83.414443,200,NA,US,US-GA,Valdosta,no,0GA8,,0GA8,,,,,,3000,100,TURF,0,0
761,7191,0GA9,small_airport,Roberta Industrial Park Airport,32.7139015197754,-84.0274963378906,505,NA,US,US-GA,Roberta,no,0GA9,,0GA9,,,,,,4400,100,TURF,0,0
763,7193,0GE1,small_airport,Crystal Lake Airpark,31.6655006408691,-83.4470977783203,327,NA,US,US-GA,Irwinville,no,0GE1,,0GE1,,,,,,3000,40,GRVL-TRTD-P,0,0
767,7197,0GE7,small_airport,Carpenter Airport,33.5203018188477,-82.3724975585938,450,NA,US,US-GA,Appling,no,0GE7,,0GE7,,,,,,3000,90,TURF,0,0
774,7205,0IA4,small_airport,Sharar Field,41.027897,-91.063442,700,NA,US,US-IA,Mediapolis,no,0IA4,,0IA4,,,,,,3000,100,TURF,1,0
780,7211,0ID0,small_airport,South Fork Ranch Airport,43.6063995361328,-115.107002258301,4861,NA,US,US-ID,Featherville,no,0ID0,,0ID0,,,,,,3000,80,TURF,0,0
783,7215,0ID4,small_airport,Black Butte Ranch Airport,43.0476989746094,-114.470001220703,4020,NA,US,US-ID,Shoshone,no,0ID4,,0ID4,,,,,,3150,80,TURF,0,0
821,7250,0J8,small_airport,Flying Ten Airport,29.6180000305176,-82.5086975097656,85,NA,US,US-FL,Archer,no,0J8,,0J8,,,,,,3200,170,TURF-F,1,0
830,7259,0KS9,small_airport,Lmn 120 Airport,37.5158996582031,-96.9197998046875,1330,NA,US,US-KS,Douglas,no,0KS9,,0KS9,,,,,,3000,150,TURF,0,0
832,7261,0KY1,small_airport,Arnemann Farms Airport,36.7655982971191,-86.6183013916016,504,NA,US,US-KY,Franklin,no,0KY1,,0KY1,,,,,,3200,75,ASPH,0,0
840,7270,0L4,small_airport,Lida Junction Airport,37.4858016967773,-117.19100189209,4684,NA,US,US-NV,Goldfield,no,0L4,,0L4,,https://en.wikipedia.org/wiki/Lida_Junction_Airport,,,,6100,80,DIRT-G,0,0
843,7274,0LA1,small_airport,Double H Ranch Airport,30.2294006347656,-90.9733963012695,15,NA,US,US-LA,Gonzales,no,0LA1,,0LA1,,,,,,3000,100,TURF,0,0
859,7292,0LS0,small_airport,Theriot Field,29.7497005462646,-90.7358016967773,13,NA,US,US-LA,Thibodaux,no,0LS0,,0LS0,,,,,,3000,144,TURF,0,0
863,7299,0LS7,small_airport,Morgan Field,30.6128005981445,-91.4841995239258,36,NA,US,US-LA,New Roads,no,0LS7,,0LS7,,,,,,3000,100,TURF-G,0,0
874,7311,0MD1,small_airport,Taylor Field,39.1873016357422,-75.7927017211914,75,NA,US,US-MD,Sudlersville,no,0MD1,,0MD1,,,,,,3000,50,TURF,0,0
884,7321,0MI1,small_airport,Sugar Springs Airpark,44.140301,-84.4375,940,NA,US,US-MI,Gladwin,no,,,5M6,http://www.sugarsprings.net/airpark.html,,0MI1,,,3500,50,TURF,0,0
886,7324,0MI4,small_airport,Lesterson-Dempsey Airstrip,46.270198,-87.386496,1120,NA,US,US-MI,Gwinn,no,0MI4,,0MI4,,,Lesterson Field,,,3000,100,TURF,0,0
908,7349,0MS0,small_airport,Topton Air Estates Airport,32.4749984741211,-88.61669921875,453,NA,US,US-MS,Meridian,no,0MS0,,0MS0,,,,,,3200,100,ASPH,0,0
914,7357,0MS8,small_airport,Catfish Point Airport,33.695352,-91.163484,154,NA,US,US-MS,Benoit,no,0MS8,,0MS8,,,,,,4000,75,TURF,0,0
915,7358,0MS9,small_airport,Shenandoah Valley Farms Airport,33.8007011413574,-89.0272979736328,300,NA,US,US-MS,Houston,no,0MS9,,0MS9,,,,,,3200,50,TURF,1,0
922,7365,0MT7,small_airport,Pinehurst Ranch Airport,47.6608009338379,-115.403999328613,2460,NA,US,US-MT,Thompson Falls,no,0MT7,,0MT7,,,,,,3800,50,TURF,0,0
959,7405,0NE6,small_airport,Frager Field,40.4333000183105,-98.0706024169922,1765,NA,US,US-NE,Fairfield,no,0NE6,,0NE6,,,,,,3500,100,ASPH,0,0
971,7418,0NK2,small_airport,Westwind Farm Airport,42.9833984375,-74.0161972045898,800,NA,US,US-NY,Charlton,no,0NK2,,0NK2,,,,,,3000,100,TURF,0,0
978,7426,0NM0,small_airport,Columbus Airport,31.823898,-107.629924,4024,NA,US,US-NM,Columbus,no,0NM0,,0NM0,,,,,,4210,250,GRAVEL,0,0
979,7427,0NM7,small_airport,Negrito Airstrip,33.527901,-108.541001,8143,NA,US,US-NM,Reserve,no,0NM7,,0NM7,,,,,,4000,60,TURF-GRVL-F,0,0
981,7429,0NY0,small_airport,Bennetts Airport,43.692973,-73.978013,1040,NA,US,US-NY,North Creek,no,0NY0,,0NY0,,,,,,3000,150,TURF,0,0
997,7444,0OH8,small_airport,Fry Airport,40.1884002685547,-84.256103515625,900,NA,US,US-OH,Piqua,no,0OH8,,0OH8,,,,,,3000,50,ASPH,0,0
1007,7454,0OK1,small_airport,Mckey Airport,34.6570014953613,-97.4017028808594,1056,NA,US,US-OK,Elmore City,no,0OK1,,0OK1,,,,,,3200,135,TURF,0,0
1009,7456,0OK3,small_airport,McKinley Ranch Airport,35.614465,-98.534403,1420,NA,US,US-OK,Geary,no,0OK3,,0OK3,,,Groendyke Ranch,,,5000,30,ASPH,0,0
1015,7462,0OK9,small_airport,Crystal Airport,36.2134017944336,-96.6370010375977,1016,NA,US,US-OK,Jennings,no,0OK9,,0OK9,,,,,,3000,100,TURF,0,0
1060,7511,0R7,small_airport,The Red River Airport,31.9906997680664,-93.3074035644531,177,NA,US,US-LA,Coushatta,no,0R7,,0R7,,,,,,5000,75,ASPH-G,1,0
1065,7516,0SD0,small_airport,Lenling Airport,45.4249992370605,-100.891998291016,2142,NA,US,US-SD,Glencross,no,0SD0,,0SD0,,,,,,3000,100,TURF,0,0
1068,7519,0SD3,small_airport,Bledsoe Ranch Airport,45.269401550293,-103.217002868652,2872,NA,US,US-SD,Hoover,no,0SD3,,0SD3,,,,,,3700,50,GRAVEL,0,0
1082,7535,0TA7,small_airport,Alta Vista Ranch Airport,30.153167,-103.89978,4702,NA,US,US-TX,Marfa,no,0TA7,,0TA7,,,,,,5000,100,TURF,0,0
1106,7563,0TS5,small_airport,Lake Bay Gall Airport,30.4419002532959,-95.1863021850586,230,NA,US,US-TX,Cleveland,no,0TS5,,0TS5,,,,,,3200,180,TURF,0,0
1120,7578,0U0,small_airport,Landmark US Forest Service Airport,44.6423988342,-115.532997131,6662,NA,US,US-ID,Landmark,no,0U0,,0U0,,,,,,4000,100,TURF-DIRT-F,0,0
1122,7580,0U2,small_airport,Copper Basin Airport,43.8017997741699,-113.831001281738,7920,NA,US,US-ID,Mackay,no,0U2,,0U2,,,,,,4700,100,TURF-F,0,0
1125,7583,0U8,small_airport,May Airport,44.6101989746094,-113.896003723145,5324,NA,US,US-ID,May,no,0U8,,0U8,,,,,,4950,200,TURF-F,0,0
1135,7595,0VI1,small_airport,Brooklyn Airport,37.6889,-77.101402,145,NA,US,US-VA,King William,no,0VI1,,0VI1,,,,,,3000,60,TURF,0,0
1149,7609,0WI1,small_airport,Mort's Landing Airport,45.5071983337,-92.1418991089,1255,NA,US,US-WI,Comstock,no,0WI1,,0WI1,,,,,,10000,4000,WATER,0,0
1152,7612,0WI4,small_airport,Snow Crest Ranch Airport,43.8293991088867,-89.3526000976563,810,NA,US,US-WI,Montello,no,0WI4,,0WI4,,,,,,3200,40,ASPH,0,0
1169,45935,0WY1,small_airport,Dorsey Creek Ranch Airport,44.411111,-108.163333,4017,NA,US,US-WY,Basin,no,0WY1,,0WY1,,,,,,3400,70,DIRT,0,0
1174,7630,0xA4,small_airport,Seven Cs Ranch Airport,27.996901,-98.882202,331,NA,US,US-TX,Encinal,no,0xA4,,0xA4,,,,,,5000,75,ASPH-G,0,0
1175,7631,0xA5,small_airport,74 Ranch Airport,28.6849002838135,-98.3827972412109,320,NA,US,US-TX,Campbellton,no,0xA5,,0xA5,,,,,,3800,75,ASPH,1,0
1180,7636,0XS0,small_airport,Diamond H Ranch Airport,28.4002990722656,-99.5587005615234,511,NA,US,US-TX,Catarina,no,0XS0,,0XS0,,,,,,3300,150,TURF,0,0
1182,7638,0XS2,small_airport,John Fields Ranch Airport,30.555675,-100.53084,2342,NA,US,US-TX,Sonora,no,0XS2,,0XS2,,,,,,3700,30,GRAVEL,0,0
1186,7642,0XS6,small_airport,Lakeside Beach Airport,30.500841,-98.147448,800,NA,US,US-TX,Spicewood,no,0XS6,,0XS6,,,,,,3000,75,TURF,0,0
1187,7643,0XS7,small_airport,Anacacho Ranch Airport,29.193679,-100.280027,1067,NA,US,US-TX,Brackettville,no,0XS7,,0XS7,,,,,,6000,60,ASPH,0,0
1188,7644,0XS8,small_airport,Dunbar Ranch Airport,29.07695,-100.371609,958,NA,US,US-TX,Brackettville,no,0XS8,,0XS8,,,,,,3200,30,GRVL,0,0
1191,7646,0Y6,small_airport,Lake Mills Municipal Airport,43.41329,-93.512019,1260,NA,US,US-IA,Lake Mills,no,0Y6,,0Y6,,,,,,3380,100,TURF-G,1,0
1196,7652,10AZ,small_airport,Pierce Airport,33.3664016723633,-112.61799621582,860,NA,US,US-AZ,Buckeye,no,10AZ,,10AZ,,,,,,3407,150,ASPH-DIRT,1,0
1200,7656,10D,small_airport,Winsted Municipal Airport,44.9500007629395,-94.0669021606445,1030,NA,US,US-MN,Winsted,no,10D,,10D,,,,,,3248,200,TURF-G,1,0
1201,7657,10F,small_airport,Rosser Ranch Airport,33.0154,-98.626,1112,NA,US,US-TX,Graham,no,10TT,,10TT,,,10F,,,3600,200,TURF-G,0,0
1207,7663,10ID,small_airport,Flat Top Airstrip,43.4944000244141,-113.921997070313,5841,NA,US,US-ID,Muldoon,no,10ID,,10ID,,,,,,3000,40,GRAVEL,0,0
1243,45941,10WY,small_airport,Willow Creek Ranch Airport,43.423333,-106.823611,5521,NA,US,US-WY,Kaycee,no,10WY,,10WY,,,,,,4500,100,GRASS,0,0
1245,7697,10XS,small_airport,Flying S Air Ranch Airport,31.7794990539551,-98.9093017578125,1447,NA,US,US-TX,Brownwood,no,10XS,,10XS,,,,,,3000,75,TURF,0,0
1249,7701,11AZ,small_airport,Whetstone Airport,31.683588,-110.290053,4250,NA,US,US-AZ,Huachuca City,no,11AZ,,11AZ,,,"whetstone, huachuca city",,,3850,150,TURF-DIRT-P,0,0
1251,7703,11CL,small_airport,Hansen Airport,34.6300010681152,-117.65299987793,2885,NA,US,US-CA,Adelanto,no,11CL,,11CL,,,,,,5875,80,DIRT,0,0
1254,7707,11FL,small_airport,Williams Field,30.043724,-81.885217,88,NA,US,US-FL,Middleburg,no,11FL,,11FL,,,,,,3000,200,TURF,0,0
1267,7721,11M,small_airport,Fulton-Itawamba County Airport,34.3520011901855,-88.3772964477539,450,NA,US,US-MS,Fulton,no,11M,,11M,,,,,,3000,60,ASPH-P,0,0
1295,7750,12A,small_airport,Arkavalley Airport,35.17839813,-92.33540344,329,NA,US,US-AR,Conway,no,12A,,12A,,,Formerly 12AR,,,3133,40,ASPH-G,1,0
1317,7770,12LA,small_airport,Kml Airport,30.275899887085,-93.3573989868164,20,NA,US,US-LA,Sulphur,no,12LA,,12LA,,,,,,3500,85,TURF,0,0
1366,7817,13GA,small_airport,Oak Ridge Plantation Airport,31.3666,-83.754898,350,NA,US,US-GA,Sumner,no,13GA,,13GA,,,,,,3400,150,TURF,0,0
1384,7835,13MS,small_airport,Greener Pastures Airpark,30.63330078125,-89.6639022827148,180,NA,US,US-MS,Carriere,no,13MS,,13MS,,,,,,3000,100,TURF,0,0
1391,7842,13NM,small_airport,Beaverhead Airstrip,33.419437,-108.142216,7378,NA,US,US-NM,Magdalena,no,13NM,,13NM,,,,,,3840,50,DIRT-G,0,0
1401,7851,13Q,small_airport,Jewett Mesa Airport,34.004229,-108.67992,7681,NA,US,US-NM,Quemado,no,,,13Q,,,,,,5200,45,DIRT-P,0,0
1407,7857,13TS,small_airport,Van Es Ranch Airport,27.4552993774414,-98.926399230957,830,NA,US,US-TX,Oilton,no,13TS,,13TS,,,,,,3000,30,DIRT,0,0
1416,7865,13Y,small_airport,Littlefork Muni/Hanover Airport,48.41659927,-93.58630371,1145,NA,US,US-MN,Littlefork,no,13Y,,13Y,,,,,,3000,150,TURF-G,0,0
1420,7870,14AZ,small_airport,Ruby Star Airpark,31.909494,-111.120293,4025,NA,US,US-AZ,Sahuarita,no,14AZ,,14AZ,,,"sahuarita, ruby star",,,4300,50,ASPH-TRTD,0,0
1452,7909,14P,small_airport,Boggs Field,38.8238983154297,-81.3494033813477,927,NA,US,US-WV,Spencer,no,14P,,14P,,,,,,4553,80,ASPH-E,1,0
1510,7966,15TA,small_airport,J R Ranch Airport,30.9367,-97.89932,1125,NA,US,US-TX,Briggs,no,15TA,,15TA,,,,,,3200,75,TURF,0,0
1530,7985,16FD,small_airport,Skinners Wholesale Nursery Airport,29.4050006866455,-81.4959030151367,20,NA,US,US-FL,Crescent City,no,16FD,,16FD,,,,,,3400,200,TURF,0,0
1531,7986,16FL,small_airport,J-22 Ranch Airport,30.725184,-87.200769,200,NA,US,US-FL,Milton,no,16FL,,16FL,,,,,,3000,200,TURF,0,0
1550,8004,16MT,small_airport,Bangart Field,45.405200958252,-109.129997253418,4320,NA,US,US-MT,Roberts,no,16MT,,16MT,,,,,,3300,40,GRAVEL,0,0
1553,8006,16NE,small_airport,Korver Airport,40.560001373291,-96.49169921875,1390,NA,US,US-NE,Panama,no,16NE,,16NE,,,,,,4990,70,TURF,0,0
1564,8018,16SC,small_airport,Horseshoe Landing Airport,34.627473,-81.89903,600,NA,US,US-SC,Cross Anchor,no,16SC,,16SC,,,Southern Aero Sports,,,3800,200,TURF,0,0
1565,8019,16TA,small_airport,Seven Springs Airport,30.919701,-103.782997,3500,NA,US,US-TX,Balmorhea,no,16TA,,16TA,,,,,,5600,75,GRVL,0,0
1571,8025,16W,small_airport,Little Goose State Airport,46.583931,-118.003972,681,NA,US,US-WA,LaCrosse,no,K16W,,16W,,,Little Goose Lock and Dam Airport,,,3400,50,GRVL-G,0,0
1583,8036,17FA,small_airport,Cotton Strip,26.713399887085,-81.535400390625,18,NA,US,US-FL,La Belle,no,17FA,,17FA,,,,,,5000,400,WATER,0,0
1585,8038,17FL,small_airport,Jumbolair-Greystone Airport,29.277416,-82.120709,100,NA,US,US-FL,Ocala,no,17FL,,17FL,,https://en.wikipedia.org/wiki/Greystone_Airport,,,,3640,100,TURF,0,0
1589,8042,17IN,small_airport,Pruss Airport,38.978401,-85.109703,890,NA,US,US-IN,Dillsboro,no,17IN,,17IN,,,,,,3100,60,TURF,0,0
1598,8051,17MO,small_airport,Rgl Field,38.9850006103516,-91.5348968505859,825,NA,US,US-MO,Montgomery City,no,17MO,,17MO,,,,,,3000,75,TURF,0,0
1600,8053,17MT,small_airport,Abel Ranch Airport,48.1071014404297,-114.177001953125,2900,NA,US,US-MT,Kalispell,no,17MT,,17MT,,,,,,3000,60,TURF,0,0
1620,8073,17TX,small_airport,Kimzey Airport,32.443395,-98.255024,1100,NA,US,US-TX,Stephenville,no,17TX,,17TX,,,Mize Ranch,,,3200,30,ASPH,0,0
1621,8074,17U,small_airport,Jake Garn Airport,40.2636985778809,-112.021003723145,4845,NA,US,US-UT,Eagle Mountain,no,17U,,17U,,,,,,5000,50,ASPH-GRVL-P,0,0
1624,8078,17XS,small_airport,Quahadi Ranch Airport,32.1777992248535,-98.4349975585938,1422,NA,US,US-TX,Dublin,no,17XS,,17XS,,,,,,6295,80,ASPH-G,1,0
1658,8107,18NE,small_airport,Doc's Airport,40.5139007568359,-97.6106033325195,1640,NA,US,US-NE,Geneva,no,18NE,,18NE,,,,,,3700,100,TURF,0,0
1670,8120,18TX,small_airport,Flying 'T' Ranch Airport,32.9524993896484,-96.2281036376953,545,NA,US,US-TX,Caddo Mills,no,18TX,,18TX,,,,,,3500,60,TURF,0,0
1677,8126,19AK,small_airport,Icy Bay Airport,59.966269,-141.660118,50,NA,US,US-AK,Icy Bay,no,19AK,ICY,19AK,,https://en.wikipedia.org/wiki/Icy_Bay_Airport,,,,3430,55,GRAVEL-F,0,0
1680,8129,19AZ,small_airport,Montezuma Airport,34.604493,-111.864795,3370,NA,US,US-AZ,Camp Verde,no,19AZ,,19AZ,,,,,,3300,60,ASPH,1,0
1685,8135,19GA,small_airport,Willow Pond Aviation Inc Airport,33.424039,-84.498367,868,NA,US,US-GA,Fayetteville,no,19GA,,19GA,,,,,,3000,65,TURF,1,0
1699,310115,19MT,small_airport,N Bar Ranch Airport,46.838111,-108.936833,4446,NA,US,US-MT,Grass Range,no,19MT,,19MT,,,,,,6000,100,ASP,0,0
1702,8150,19NE,small_airport,Hoyt Airport,40.1082992553711,-100.80899810791,2707,NA,US,US-NE,Mc Cook/Culbertson,no,19NE,,19NE,,,,,,4000,500,TURF,0,0
1716,8163,19TA,small_airport,Lagrone Ranch Airport,32.8222999572754,-96.4169006347656,567,NA,US,US-TX,Mc Clendon-Chisholm,no,19TA,,19TA,,,,,,3100,50,TURF,0,0
1728,8173,1A2,small_airport,Arthur Airport,47.1110992431641,-97.2072982788086,973,NA,US,US-ND,Arthur,no,1A2,,1A2,,,,,,3100,85,TURF-G,0,0
1729,8174,1A8,small_airport,Empire Airport,40.580025,-119.35087,3990,NA,US,US-NV,Empire,no,18NV,,18NV,,https://en.wikipedia.org/wiki/Empire_Airport_(Nevada),1A8,,,3170,48,DIRT-G,0,0
1748,8195,1AR0,small_airport,Breckenridge Airport,35.401013,-91.129231,221,NA,US,US-AR,McCrory,no,1AR0,,1AR0,,,K37,,,4090,35,TURF-P,0,0
1749,8196,1AR1,small_airport,Walls Airport,34.527793,-91.872427,215,NA,US,US-AR,England,no,1AR1,,1AR1,,,,,,3400,60,TURF,1,0
1779,8234,1CD4,small_airport,Eagle Soaring Airport,40.5093002319336,-106.943000793457,6600,NA,US,US-CO,Steam Boat Springs,no,1CD4,,1CD4,,,,,,5400,150,TURF,0,0
1794,8248,1CO3,small_airport,Bellmore Farms Airport,40.7041015625,-104.797996520996,5225,NA,US,US-CO,Nunn,no,1CO3,,1CO3,,,,,,3000,30,GRAVEL,0,0
1795,8249,1CO4,small_airport,Clifford Field,38.5750007629395,-107.958999633789,5560,NA,US,US-CO,Olathe,no,1CO4,,1CO4,,,,,,3300,100,DIRT,1,0
1796,8250,1CO5,small_airport,Melon Field,38.016229,-103.69464,4260,NA,US,US-CO,Rocky Ford,no,1CO5,,1CO5,,,,,,3780,45,ASPH-F,1,0
1811,8264,1E+02,small_airport,Terlingua Ranch Airport,29.451289,-103.397754,3769,NA,US,US-TX,Alpine,no,K1E2,,1E+02,,,,,,4700,80,GRVL-P,0,0
1812,8265,1E+04,small_airport,Palo Duro Airport,35.1419982910156,-101.837997436523,3639,NA,US,US-TX,Amarillo,no,1E+04,,1E+04,,,,,,3700,50,TURF-GRVL-F,0,0
1814,8267,1E+07,small_airport,Buffalo Airport,35.064998626709,-101.878997802734,3640,NA,US,US-TX,Amarillo,no,1E+07,,1E+07,,,,,,6200,150,TURF-G,1,0
1828,8280,1FD4,small_airport,Corkscrew Trace Airpark,26.4454002380371,-81.6072998046875,29,NA,US,US-FL,Estero,no,1FD4,,1FD4,,,,,,4000,100,TURF,0,0
1844,8299,1GA2,small_airport,Flying N Estates Airport,33.175358,-84.747756,870,NA,US,US-GA,Luthersville,no,1GA2,,1GA2,,,,,,3040,60,TURF,1,0
1847,8302,1GA5,small_airport,Shilo Farms Airport,30.9309997558594,-83.3834991455078,211,NA,US,US-GA,Hahira,no,1GA5,,1GA5,,,,,,3150,75,TURF,0,0
1849,8305,1GA8,small_airport,South One Ten Airport,31.178499,-83.226501,225,NA,US,US-GA,Nashville,no,1GA8,,1GA8,,,,,,3000,70,TURF,0,0
1857,8313,1GE7,small_airport,Hay Field,33.5172004699707,-83.439697265625,650,NA,US,US-GA,Madison,no,1GE7,,1GE7,,,,,,3000,50,TURF,0,0
1863,16042,1H9,small_airport,Nest of Eagles Airport,45.8354988098145,-91.8026962280273,1120,NA,US,US-WI,Spooner,no,1H9,,1H9,,,Formerly 9WI7,,,3600,100,TURF,0,0
1920,8378,1K1,small_airport,Lloyd Stearman Field,37.7779006958008,-97.1135025024414,1364,NA,US,US-KS,Benton,no,1K1,,1K1,,https://en.wikipedia.org/wiki/Lloyd_Stearman_Field,,,,4600,60,ASPH-G,1,0
1923,8382,1K8,small_airport,South Grand Lake Regional Airport,36.5416984558,-95.0211029053,775,NA,US,US-OK,Ketchum,no,1K8,,1K8,,,,,,4744,60,ASPH-G,0,0
1924,8383,1KC,small_airport,Kalakaket Creek AS Airport,64.4166256967,-156.820392609,1598,NA,US,US-AK,Kalakaket Creek,no,1KC,KKK,1KC,,,,,,4000,140,GRVL,0,0
1931,8391,1KS7,small_airport,Hitch Feeders Ii Inc. Airport,37.6735992431641,-101.016998291016,3028,NA,US,US-KS,Satanta,no,1KS7,,1KS7,,,,,,3500,100,DIRT-TURF,0,0
1944,8405,1LA1,small_airport,Triche Field,29.9834995269775,-90.4347991943359,10,NA,US,US-LA,Hahnville,no,1LA1,,1LA1,,,,,,4000,100,TURF,0,0
1946,8407,1LA3,small_airport,Goose Island Airport,30.0307998657227,-92.8335037231445,4,NA,US,US-LA,Hayes,no,1LA3,,1LA3,,,,,,4000,150,TURF,0,0
1960,8422,1LS0,small_airport,Cal Mire Field,30.224100112915,-90.8820037841797,14,NA,US,US-LA,Gonzales,no,1LS0,,1LS0,,,,,,4000,200,TURF,0,0
1991,8453,1MI3,small_airport,Black River Ranch Airport,45.19580078125,-84.3217010498047,880,NA,US,US-MI,Onaway,no,1MI3,,1MI3,,,,,,3900,60,ASPH,0,0
2006,8472,1MO3,small_airport,Lake Viking Airport,39.9333992004395,-94.0737991333008,940,NA,US,US-MO,Gallatin,no,1MO3,,1MO3,,,,,,3200,50,ASP,0,0
2008,8474,1MO6,small_airport,Double S Ranch Airport,36.830141,-90.720677,737,NA,US,US-MO,Grandin,no,1MO6,,1MO6,,,,,,5000,150,TURF,0,0
2016,8484,1MS6,small_airport,Eagles Ridge Airport,34.797298,-89.913101,262,NA,US,US-MS,Hernando,no,,,MS9,,,1MS6,,,3000,120,TURF,0,0
2019,8488,1MT0,small_airport,Nine Quarter Circle Ranch Airport,45.0674018859863,-111.296997070313,6974,NA,US,US-MT,Gallatin Gateway,no,1MT0,,1MT0,,,,,,4000,100,TURF,0,0
2026,8495,1MT7,small_airport,Prill Field,47.4211006164551,-111.158996582031,3420,NA,US,US-MT,Sand Coulee,no,1MT7,,1MT7,,,,,,3100,50,TURF,0,0
2038,8508,1MY1,small_airport,Carlson Agricultural Airport,45.9852981567383,-96.1943969726563,1033,NA,US,US-MN,Wendell,no,1MY1,,1MY1,,,,,,4500,60,ASPH-TURF,0,0
2040,8510,1N3,small_airport,Albert Airport,40.9715,-78.242897,1784,NA,US,US-PA,Philipsburg,no,K1N3,,1N3,,,,,,3350,125,TURF-GRVL-F,0,0
2048,8520,1NC4,small_airport,Bell Strip,34.9953994750977,-77.257698059082,35,NA,US,US-NC,Pollocksville,no,1NC4,,1NC4,,,,,,3000,75,TURF,0,0
2078,8554,1NM0,small_airport,Me-Own Airport,33.2120018005371,-108.026000976563,7554,NA,US,US-NM,Silver City,no,1NM0,,1NM0,,,,,,3700,50,TURF-F,0,0
2079,347060,1NR7,small_airport,Boyd Field,36.274059,-78.46862,336,NA,US,US-NC,Henderson,no,1NR7,,1NR7,,,,,,4400,50,Turf,0,0
2086,8559,1NY4,small_airport,High Banks Farm Landing Area Airport,44.6175003051758,-73.911003112793,1520,NA,US,US-NY,Saranac,no,1NY4,,1NY4,,,,,,3000,100,TURF,0,0
2104,8577,1OH2,small_airport,Dougherty Airport,41.2439994812012,-82.8663024902344,807,NA,US,US-OH,Bellevue,no,1OH2,,1OH2,,,,,,3000,80,TURF,0,0
2105,8578,1OH3,small_airport,Mather Field,41.3891983032227,-82.7627029418945,640,NA,US,US-OH,Castalia,no,1OH3,,1OH3,,,,,,3400,150,TURF,0,0
2111,8584,1OH9,small_airport,Lewis Airport,38.9351005554199,-83.3993988037109,862,NA,US,US-OH,Peebles,no,1OH9,,1OH9,,,,,,3200,80,TURF,0,0
2131,8605,1OR3,small_airport,Sunset Air Strip,45.5914993286133,-123.01000213623,207,NA,US,US-OR,North Plains,no,1OR3,,1OR3,,,,,,3050,200,TURF,0,0
2160,8637,1Q5,small_airport,Gravelly Valley Airport,39.449902,-122.955002,1900,NA,US,US-CA,Potter Valley,no,,,1Q5,,,,,,4050,200,GRAVEL-G,0,0
2162,8639,1S1,small_airport,Eckhart International Airport,48.990189,-116.502113,1756,NA,US,US-ID,Bonners Ferry,no,K1S1,,1S1,,,Porthill,,,3650,175,TURF-G,0,0
2167,8644,1S8,small_airport,Arlington Municipal Airport,45.722683,-120.176418,890,NA,US,US-OR,Arlington,no,,,1S8,,https://en.wikipedia.org/wiki/Arlington_Municipal_Airport_(Oregon),,,,5000,50,DIRT-P,0,0
2172,8649,1SD3,small_airport,Turkey Ridge Airport,43.2332992553711,-97.1502990722656,1325,NA,US,US-SD,Hurley,no,1SD3,,1SD3,,,,,,5300,150,TURF,0,0
2174,8651,1SD5,small_airport,Drake Farm Airport,43.7686004638672,-98.798698425293,1659,NA,US,US-SD,White Lake,no,1SD5,,1SD5,,,,,,4300,90,TURF,0,0
2183,8660,1TA2,small_airport,Vigo Park Airport,34.6501007080078,-101.5,3383,NA,US,US-TX,Tulia,no,1TA2,,1TA2,,,,,,3000,100,TURF,0,0
2186,8663,1TA5,small_airport,Two Leggs Airport,32.9417991638184,-103,3625,NA,US,US-TX,Denver City,no,1TA5,,1TA5,,,,,,3600,25,TURF,0,0
2191,8667,1TE0,small_airport,Locker Brothers Airport,34.2695007324219,-102.717002868652,3802,NA,US,US-TX,Muleshoe,no,1TE0,,1TE0,,,,,,4000,20,GRVL,0,0
2192,8668,1TE1,small_airport,Briscoes Catarina Ranch Airport,28.2502994537354,-99.8170013427734,650,NA,US,US-TX,Catarina,no,1TE1,,1TE1,,,,,,4000,50,ASPH,0,0
2195,8671,1TE4,small_airport,Zuehl Airport,29.495092,-98.158787,592,NA,US,US-TX,Marion,no,1TE4,,1TE4,,,,,,3000,200,TURF,0,0
2202,8679,1TN2,small_airport,Kay Airport,36.4458999633789,-83.1123962402344,1250,NA,US,US-TN,Rogersville,no,1TN2,,1TN2,,,,,,3000,60,TURF,0,0
2213,8693,1TS6,small_airport,Dentonio Ranch Airport,28.2693996429443,-99.9345016479492,825,NA,US,US-TX,Carrizo Springs,no,1TS6,,1TS6,,,,,,4000,50,GRVL-TRTD,0,0
2220,8699,1TX3,small_airport,Beggs Ranch Airport,33.4250984191895,-100.541999816895,1870,NA,US,US-TX,Guthrie,no,1TX3,,1TX3,,,,,,4000,50,TURF,0,0
2222,8701,1TX5,small_airport,Laney Farm Airport,34.126017,-101.908751,3483,NA,US,US-TX,Hale Center,no,1TX5,,1TX5,,,,,,3400,80,TURF,0,0
2223,8702,1TX6,small_airport,Muxworthy Airport,31.6984996795654,-98.0963973999023,1210,NA,US,US-TX,Hamilton,no,1TX6,,1TX6,,,,,,3000,40,ASPH,1,0
2228,8707,1U1,small_airport,Moose Creek US Forest Service Airport,46.124294,-114.923515,2454,NA,US,US-ID,Kooskia,no,K1U1,,1U1,,,,,,4100,250,TURF-G,0,0
